model,attack_id,flight_id,attack_type,t_attack,t_first_window,delay,detected
lstm,209,279,drift_ramp,90.42971961610978,64.97,0.0,True
bilstm,0,2,takeover_ramp,95.8006784666841,1.37,0.0,True
bilstm,1,2,takeover_ramp,95.8006784666841,1.57,0.0,True
bilstm,2,2,takeover_ramp,95.8006784666841,5.38,0.0,True
bilstm,3,2,takeover_ramp,95.8006784666841,9.24,0.0,True
bilstm,4,2,takeover_ramp,95.8006784666841,10.290000000000001,0.0,True
bilstm,5,2,takeover_ramp,95.8006784666841,16.31,0.0,True
bilstm,6,2,takeover_ramp,95.8006784666841,17.23,0.0,True
bilstm,7,2,takeover_ramp,95.8006784666841,21.55,0.0,True
bilstm,8,2,takeover_ramp,95.8006784666841,24.44,0.0,True
bilstm,9,2,takeover_ramp,95.8006784666841,25.87,0.0,True
bilstm,10,2,takeover_ramp,95.8006784666841,29.87,0.0,True
bilstm,11,2,takeover_ramp,95.8006784666841,30.68,0.0,True
bilstm,12,2,takeover_ramp,95.8006784666841,39.01,0.0,True
bilstm,13,2,takeover_ramp,95.8006784666841,43.86,0.0,True
bilstm,14,2,takeover_ramp,95.8006784666841,53.88,0.0,True
bilstm,15,2,takeover_ramp,95.8006784666841,59.46,0.0,True
bilstm,16,2,takeover_ramp,95.8006784666841,61.34,0.0,True
bilstm,17,2,takeover_ramp,95.8006784666841,63.84,0.0,True
bilstm,18,2,takeover_ramp,95.8006784666841,68.59,0.0,True
bilstm,19,76,step,165.52877740850676,4.53,0.0,True
bilstm,20,76,step,165.52877740850676,5.92,0.0,True
bilstm,21,76,step,165.52877740850676,15.71,0.0,True
bilstm,22,76,step,165.52877740850676,33.84,0.0,True
bilstm,23,76,step,165.52877740850676,49.26,0.0,True
bilstm,24,76,step,165.52877740850676,50.730000000000004,0.0,True
bilstm,25,76,step,165.52877740850676,61.6,0.0,True
bilstm,26,76,step,165.52877740850676,64.29,0.0,True
bilstm,27,76,step,165.52877740850676,65.18,0.0,True
bilstm,28,76,step,165.52877740850676,65.73,0.0,True
bilstm,29,76,step,165.52877740850676,66.53,0.0,True
bilstm,30,77,takeover_ramp,87.63696498999546,29.6,0.0,True
bilstm,31,77,takeover_ramp,87.63696498999546,69.42,0.0,True
bilstm,32,95,step,58.56240426323088,5.24,0.0,True
bilstm,33,95,step,58.56240426323088,6.1000000000000005,0.0,True
bilstm,34,95,step,58.56240426323088,7.07,0.0,True
bilstm,35,95,step,58.56240426323088,16.43,0.0,True
bilstm,36,95,step,58.56240426323088,25.14,0.0,True
bilstm,37,95,step,58.56240426323088,35.410000000000004,0.0,True
bilstm,38,95,step,58.56240426323088,35.69,0.0,True
bilstm,39,95,step,58.56240426323088,39.52,0.0,True
bilstm,40,95,step,58.56240426323088,46.03,0.0,True
bilstm,41,95,step,58.56240426323088,49.480000000000004,0.0,True
bilstm,42,95,step,58.56240426323088,58.71,0.1475957367691194,True
bilstm,43,108,step,75.3845071838438,10.540000000000001,0.0,True
bilstm,44,108,step,75.3845071838438,50.63,0.0,True
bilstm,45,108,step,75.3845071838438,56.64,0.0,True
bilstm,46,108,step,75.3845071838438,57.34,0.0,True
bilstm,47,108,step,75.3845071838438,62.5,0.0,True
bilstm,48,108,step,75.3845071838438,70.18,0.0,True
bilstm,49,110,step,84.5364701054331,0.83,0.0,True
bilstm,50,110,step,84.5364701054331,6.8100000000000005,0.0,True
bilstm,51,110,step,84.5364701054331,10.85,0.0,True
bilstm,52,110,step,84.5364701054331,18.26,0.0,True
bilstm,53,110,step,84.5364701054331,25.71,0.0,True
bilstm,54,110,step,84.5364701054331,28.36,0.0,True
bilstm,55,110,step,84.5364701054331,32.980000000000004,0.0,True
bilstm,56,110,step,84.5364701054331,34.38,0.0,True
bilstm,57,110,step,84.5364701054331,37.75,0.0,True
bilstm,58,110,step,84.5364701054331,43.64,0.0,True
bilstm,59,110,step,84.5364701054331,61.76,0.0,True
bilstm,60,110,step,84.5364701054331,62.81,0.0,True
bilstm,61,112,takeover_ramp,123.96392069259976,0.38,0.0,True
bilstm,62,112,takeover_ramp,123.96392069259976,32.62,0.0,True
bilstm,63,112,takeover_ramp,123.96392069259976,34.2,0.0,True
bilstm,64,112,takeover_ramp,123.96392069259976,64.13,0.0,True
bilstm,65,114,drift_ramp,23.262408845252608,4.91,0.0,True
bilstm,66,114,drift_ramp,23.262408845252608,8.41,0.0,True
bilstm,67,114,drift_ramp,23.262408845252608,11.98,0.0,True
bilstm,68,114,drift_ramp,23.262408845252608,34.07,10.807591154747392,True
bilstm,69,114,drift_ramp,23.262408845252608,37.76,14.49759115474739,True
bilstm,70,114,drift_ramp,23.262408845252608,39.480000000000004,16.217591154747396,True
bilstm,71,114,drift_ramp,23.262408845252608,43.0,19.737591154747392,True
bilstm,72,114,drift_ramp,23.262408845252608,46.04,22.77759115474739,True
bilstm,73,114,drift_ramp,23.262408845252608,50.07,26.807591154747392,True
bilstm,74,114,drift_ramp,23.262408845252608,54.89,31.627591154747392,True
bilstm,75,114,drift_ramp,23.262408845252608,55.88,32.617591154747394,True
bilstm,76,114,drift_ramp,23.262408845252608,63.04,39.77759115474739,True
bilstm,77,114,drift_ramp,23.262408845252608,67.03,,False
bilstm,78,117,delay,62.23656649358486,2.45,0.0,True
bilstm,79,117,delay,62.23656649358486,28.37,0.0,True
bilstm,80,117,delay,62.23656649358486,58.160000000000004,0.0,True
bilstm,81,117,delay,62.23656649358486,64.1,1.8634335064151344,True
bilstm,82,117,delay,62.23656649358486,69.12,6.883433506415145,True
bilstm,83,123,delay,158.26730028372296,16.830000000000002,0.0,True
bilstm,84,123,delay,158.26730028372296,61.93,0.0,True
bilstm,85,131,drift_ramp,182.0752846677721,19.580000000000002,0.0,True
bilstm,86,131,drift_ramp,182.0752846677721,22.52,0.0,True
bilstm,87,131,drift_ramp,182.0752846677721,24.35,0.0,True
bilstm,88,131,drift_ramp,182.0752846677721,30.78,0.0,True
bilstm,89,131,drift_ramp,182.0752846677721,37.9,0.0,True
bilstm,90,131,drift_ramp,182.0752846677721,44.49,0.0,True
bilstm,91,131,drift_ramp,182.0752846677721,50.6,0.0,True
bilstm,92,131,drift_ramp,182.0752846677721,57.410000000000004,0.0,True
bilstm,93,131,drift_ramp,182.0752846677721,65.4,0.0,True
bilstm,94,162,takeover_step,14.91515823592874,2.85,0.0,True
bilstm,95,162,takeover_step,14.91515823592874,7.22,0.0,True
bilstm,96,162,takeover_step,14.91515823592874,12.5,0.0,True
bilstm,97,162,takeover_step,14.91515823592874,21.36,6.44484176407126,True
bilstm,98,162,takeover_step,14.91515823592874,23.01,8.094841764071262,True
bilstm,99,162,takeover_step,14.91515823592874,23.400000000000002,8.484841764071263,True
bilstm,100,162,takeover_step,14.91515823592874,35.39,20.47484176407126,True
bilstm,101,162,takeover_step,14.91515823592874,36.29,21.37484176407126,True
bilstm,102,162,takeover_step,14.91515823592874,39.78,24.86484176407126,True
bilstm,103,162,takeover_step,14.91515823592874,40.1,25.184841764071262,True
bilstm,104,162,takeover_step,14.91515823592874,46.480000000000004,31.564841764071264,True
bilstm,105,162,takeover_step,14.91515823592874,46.62,31.704841764071258,True
bilstm,106,162,takeover_step,14.91515823592874,55.08,40.164841764071255,True
bilstm,107,162,takeover_step,14.91515823592874,60.93,46.014841764071264,True
bilstm,108,165,drift_sigmoid,147.15736833345036,0.89,0.0,True
bilstm,109,165,drift_sigmoid,147.15736833345036,3.19,0.0,True
bilstm,110,165,drift_sigmoid,147.15736833345036,28.98,0.0,True
bilstm,111,165,drift_sigmoid,147.15736833345036,31.240000000000002,0.0,True
bilstm,112,165,drift_sigmoid,147.15736833345036,39.27,0.0,True
bilstm,113,165,drift_sigmoid,147.15736833345036,41.08,0.0,True
bilstm,114,165,drift_sigmoid,147.15736833345036,43.300000000000004,0.0,True
bilstm,115,165,drift_sigmoid,147.15736833345036,60.4,0.0,True
bilstm,116,169,takeover_ramp,97.420297603735,2.66,0.0,True
bilstm,117,169,takeover_ramp,97.420297603735,10.97,0.0,True
bilstm,118,169,takeover_ramp,97.420297603735,25.2,0.0,True
bilstm,119,179,takeover_step,122.10788111664908,3.5500000000000003,0.0,True
bilstm,120,179,takeover_step,122.10788111664908,22.900000000000002,0.0,True
bilstm,121,179,takeover_step,122.10788111664908,32.64,0.0,True
bilstm,122,179,takeover_step,122.10788111664908,53.29,0.0,True
bilstm,123,179,takeover_step,122.10788111664908,62.65,0.0,True
bilstm,124,179,takeover_step,122.10788111664908,64.24000000000001,0.0,True
bilstm,125,184,drift_ramp,75.24008074312675,11.51,0.0,True
bilstm,126,184,drift_ramp,75.24008074312675,18.51,0.0,True
bilstm,127,184,drift_ramp,75.24008074312675,24.61,0.0,True
bilstm,128,184,drift_ramp,75.24008074312675,25.21,0.0,True
bilstm,129,184,drift_ramp,75.24008074312675,25.59,0.0,True
bilstm,130,184,drift_ramp,75.24008074312675,30.46,0.0,True
bilstm,131,184,drift_ramp,75.24008074312675,41.85,0.0,True
bilstm,132,184,drift_ramp,75.24008074312675,49.75,0.0,True
bilstm,133,184,drift_ramp,75.24008074312675,61.870000000000005,0.0,True
bilstm,134,192,drift_sigmoid,79.2016227542393,8.91,,False
bilstm,135,192,drift_sigmoid,79.2016227542393,32.84,0.0,True
bilstm,136,192,drift_sigmoid,79.2016227542393,33.09,0.0,True
bilstm,137,192,drift_sigmoid,79.2016227542393,39.410000000000004,0.0,True
bilstm,138,192,drift_sigmoid,79.2016227542393,39.730000000000004,0.0,True
bilstm,139,193,takeover_ramp,40.23553773066088,4.2,0.0,True
bilstm,140,193,takeover_ramp,40.23553773066088,4.73,0.0,True
bilstm,141,193,takeover_ramp,40.23553773066088,9.33,0.0,True
bilstm,142,193,takeover_ramp,40.23553773066088,13.34,0.0,True
bilstm,143,193,takeover_ramp,40.23553773066088,15.66,0.0,True
bilstm,144,193,takeover_ramp,40.23553773066088,24.04,0.0,True
bilstm,145,193,takeover_ramp,40.23553773066088,24.490000000000002,0.0,True
bilstm,146,193,takeover_ramp,40.23553773066088,34.37,0.0,True
bilstm,147,193,takeover_ramp,40.23553773066088,43.75,3.51446226933912,True
bilstm,148,193,takeover_ramp,40.23553773066088,44.99,4.754462269339122,True
bilstm,149,193,takeover_ramp,40.23553773066088,49.730000000000004,9.494462269339124,True
bilstm,150,193,takeover_ramp,40.23553773066088,56.65,16.41446226933912,True
bilstm,151,193,takeover_ramp,40.23553773066088,59.18,18.94446226933912,True
bilstm,152,193,takeover_ramp,40.23553773066088,64.83,24.594462269339118,True
bilstm,153,197,drift_sigmoid,115.19058430867968,27.88,0.0,True
bilstm,154,212,drift_sigmoid,79.90523467535208,0.51,0.0,True
bilstm,155,212,drift_sigmoid,79.90523467535208,4.13,0.0,True
bilstm,156,212,drift_sigmoid,79.90523467535208,14.13,0.0,True
bilstm,157,212,drift_sigmoid,79.90523467535208,14.31,0.0,True
bilstm,158,212,drift_sigmoid,79.90523467535208,30.34,0.0,True
bilstm,159,212,drift_sigmoid,79.90523467535208,38.88,0.0,True
bilstm,160,221,takeover_step,10.536360647437668,2.14,0.0,True
bilstm,161,221,takeover_step,10.536360647437668,12.09,1.5536393525623318,True
bilstm,162,221,takeover_step,10.536360647437668,14.040000000000001,3.503639352562333,True
bilstm,163,221,takeover_step,10.536360647437668,28.0,17.463639352562332,True
bilstm,164,221,takeover_step,10.536360647437668,41.49,30.953639352562334,True
bilstm,165,221,takeover_step,10.536360647437668,50.2,39.663639352562335,True
bilstm,166,221,takeover_step,10.536360647437668,55.56,45.023639352562334,True
bilstm,167,221,takeover_step,10.536360647437668,62.980000000000004,52.443639352562336,True
bilstm,168,221,takeover_step,10.536360647437668,67.55,57.01363935256233,True
bilstm,169,224,takeover_step,93.79210260555344,6.59,0.0,True
bilstm,170,224,takeover_step,93.79210260555344,7.91,0.0,True
bilstm,171,224,takeover_step,93.79210260555344,9.72,0.0,True
bilstm,172,224,takeover_step,93.79210260555344,18.71,0.0,True
bilstm,173,224,takeover_step,93.79210260555344,26.39,0.0,True
bilstm,174,224,takeover_step,93.79210260555344,32.660000000000004,0.0,True
bilstm,175,224,takeover_step,93.79210260555344,41.81,0.0,True
bilstm,176,224,takeover_step,93.79210260555344,48.120000000000005,0.0,True
bilstm,177,224,takeover_step,93.79210260555344,55.64,0.0,True
bilstm,178,224,takeover_step,93.79210260555344,59.78,0.0,True
bilstm,179,224,takeover_step,93.79210260555344,63.63,0.0,True
bilstm,180,224,takeover_step,93.79210260555344,66.93,0.0,True
bilstm,181,233,delay,149.85146211197676,29.03,0.0,True
bilstm,182,233,delay,149.85146211197676,60.0,0.0,True
bilstm,183,243,step,127.99537316243467,3.85,0.0,True
bilstm,184,243,step,127.99537316243467,7.69,0.0,True
bilstm,185,243,step,127.99537316243467,11.32,0.0,True
bilstm,186,243,step,127.99537316243467,18.41,0.0,True
bilstm,187,243,step,127.99537316243467,34.58,0.0,True
bilstm,188,243,step,127.99537316243467,40.78,0.0,True
bilstm,189,243,step,127.99537316243467,53.59,0.0,True
bilstm,190,243,step,127.99537316243467,58.0,0.0,True
bilstm,191,254,drift_ramp,94.5062250126336,12.85,0.0,True
bilstm,192,254,drift_ramp,94.5062250126336,31.48,0.0,True
bilstm,193,254,drift_ramp,94.5062250126336,36.06,0.0,True
bilstm,194,254,drift_ramp,94.5062250126336,60.84,0.0,True
bilstm,195,258,drift_sigmoid,128.36090134328924,16.580000000000002,0.0,True
bilstm,196,258,drift_sigmoid,128.36090134328924,51.17,0.0,True
bilstm,197,264,delay,123.6817420350072,32.81,0.0,True
bilstm,198,264,delay,123.6817420350072,63.95,0.0,True
bilstm,199,264,delay,123.6817420350072,67.69,0.0,True
bilstm,200,264,delay,123.6817420350072,68.79,0.0,True
bilstm,201,276,takeover_step,113.5829416248078,27.12,0.0,True
bilstm,202,279,drift_ramp,90.42971961610978,31.59,0.0,True
bilstm,203,279,drift_ramp,90.42971961610978,32.39,0.0,True
bilstm,204,279,drift_ramp,90.42971961610978,49.72,0.0,True
bilstm,205,279,drift_ramp,90.42971961610978,58.120000000000005,0.0,True
bilstm,206,279,drift_ramp,90.42971961610978,58.7,0.0,True
bilstm,207,279,drift_ramp,90.42971961610978,60.59,0.0,True
bilstm,208,279,drift_ramp,90.42971961610978,61.26,0.0,True
bilstm,209,279,drift_ramp,90.42971961610978,64.97,0.0,True
gru,0,2,takeover_ramp,95.8006784666841,1.37,0.0,True
gru,1,2,takeover_ramp,95.8006784666841,1.57,0.0,True
gru,2,2,takeover_ramp,95.8006784666841,5.38,0.0,True
gru,3,2,takeover_ramp,95.8006784666841,9.24,0.0,True
gru,4,2,takeover_ramp,95.8006784666841,10.290000000000001,0.0,True
gru,5,2,takeover_ramp,95.8006784666841,16.31,0.0,True
gru,6,2,takeover_ramp,95.8006784666841,17.23,0.0,True
gru,7,2,takeover_ramp,95.8006784666841,21.55,0.0,True
gru,8,2,takeover_ramp,95.8006784666841,24.44,0.0,True
gru,9,2,takeover_ramp,95.8006784666841,25.87,0.0,True
gru,10,2,takeover_ramp,95.8006784666841,29.87,0.0,True
gru,11,2,takeover_ramp,95.8006784666841,30.68,0.0,True
gru,12,2,takeover_ramp,95.8006784666841,39.01,0.0,True
gru,13,2,takeover_ramp,95.8006784666841,43.86,0.0,True
gru,14,2,takeover_ramp,95.8006784666841,53.88,0.0,True
gru,15,2,takeover_ramp,95.8006784666841,59.46,0.0,True
gru,16,2,takeover_ramp,95.8006784666841,61.34,0.0,True
gru,17,2,takeover_ramp,95.8006784666841,63.84,0.0,True
gru,18,2,takeover_ramp,95.8006784666841,68.59,0.0,True
gru,19,76,step,165.52877740850676,4.53,0.0,True
gru,20,76,step,165.52877740850676,5.92,0.0,True
gru,21,76,step,165.52877740850676,15.71,0.0,True
gru,22,76,step,165.52877740850676,33.84,0.0,True
gru,23,76,step,165.52877740850676,49.26,0.0,True
gru,24,76,step,165.52877740850676,50.730000000000004,0.0,True
gru,25,76,step,165.52877740850676,61.6,0.0,True
gru,26,76,step,165.52877740850676,64.29,0.0,True
gru,27,76,step,165.52877740850676,65.18,0.0,True
gru,28,76,step,165.52877740850676,65.73,0.0,True
gru,29,76,step,165.52877740850676,66.53,0.0,True
gru,30,77,takeover_ramp,87.63696498999546,29.6,0.0,True
gru,31,77,takeover_ramp,87.63696498999546,69.42,0.0,True
gru,32,95,step,58.56240426323088,5.24,0.0,True
gru,33,95,step,58.56240426323088,6.1000000000000005,0.0,True
gru,34,95,step,58.56240426323088,7.07,0.0,True
gru,35,95,step,58.56240426323088,16.43,0.0,True
gru,36,95,step,58.56240426323088,25.14,0.0,True
gru,37,95,step,58.56240426323088,35.410000000000004,0.0,True
gru,38,95,step,58.56240426323088,35.69,0.0,True
gru,39,95,step,58.56240426323088,39.52,0.0,True
gru,40,95,step,58.56240426323088,46.03,0.0,True
gru,41,95,step,58.56240426323088,49.480000000000004,0.0,True
gru,42,95,step,58.56240426323088,58.71,0.1475957367691194,True
gru,43,108,step,75.3845071838438,10.540000000000001,0.0,True
gru,44,108,step,75.3845071838438,50.63,0.0,True
gru,45,108,step,75.3845071838438,56.64,0.0,True
gru,46,108,step,75.3845071838438,57.34,0.0,True
gru,47,108,step,75.3845071838438,62.5,0.0,True
gru,48,108,step,75.3845071838438,70.18,0.0,True
gru,49,110,step,84.5364701054331,0.83,0.0,True
gru,50,110,step,84.5364701054331,6.8100000000000005,0.0,True
gru,51,110,step,84.5364701054331,10.85,0.0,True
gru,52,110,step,84.5364701054331,18.26,0.0,True
gru,53,110,step,84.5364701054331,25.71,0.0,True
gru,54,110,step,84.5364701054331,28.36,0.0,True
gru,55,110,step,84.5364701054331,32.980000000000004,0.0,True
gru,56,110,step,84.5364701054331,34.38,0.0,True
gru,57,110,step,84.5364701054331,37.75,0.0,True
gru,58,110,step,84.5364701054331,43.64,0.0,True
gru,59,110,step,84.5364701054331,61.76,0.0,True
gru,60,110,step,84.5364701054331,62.81,0.0,True
gru,61,112,takeover_ramp,123.96392069259976,0.38,0.0,True
gru,62,112,takeover_ramp,123.96392069259976,32.62,0.0,True
gru,63,112,takeover_ramp,123.96392069259976,34.2,0.0,True
gru,64,112,takeover_ramp,123.96392069259976,64.13,0.0,True
gru,65,114,drift_ramp,23.262408845252608,4.91,0.0,True
gru,66,114,drift_ramp,23.262408845252608,8.41,0.0,True
gru,67,114,drift_ramp,23.262408845252608,11.98,0.0,True
gru,68,114,drift_ramp,23.262408845252608,34.07,10.807591154747392,True
gru,69,114,drift_ramp,23.262408845252608,37.76,14.49759115474739,True
gru,70,114,drift_ramp,23.262408845252608,39.480000000000004,16.217591154747396,True
gru,71,114,drift_ramp,23.262408845252608,43.0,19.737591154747392,True
gru,72,114,drift_ramp,23.262408845252608,46.04,22.77759115474739,True
gru,73,114,drift_ramp,23.262408845252608,50.07,26.807591154747392,True
gru,74,114,drift_ramp,23.262408845252608,54.89,31.627591154747392,True
gru,75,114,drift_ramp,23.262408845252608,55.88,32.617591154747394,True
gru,76,114,drift_ramp,23.262408845252608,63.04,39.77759115474739,True
gru,77,114,drift_ramp,23.262408845252608,67.03,43.76759115474739,True
gru,78,117,delay,62.23656649358486,2.45,0.0,True
gru,79,117,delay,62.23656649358486,28.37,0.0,True
gru,80,117,delay,62.23656649358486,58.160000000000004,,False
gru,81,117,delay,62.23656649358486,64.1,1.8634335064151344,True
gru,82,117,delay,62.23656649358486,69.12,,False
gru,83,123,delay,158.26730028372296,16.830000000000002,,False
gru,84,123,delay,158.26730028372296,61.93,,False
gru,85,131,drift_ramp,182.0752846677721,19.580000000000002,0.0,True
gru,86,131,drift_ramp,182.0752846677721,22.52,0.0,True
gru,87,131,drift_ramp,182.0752846677721,24.35,0.0,True
gru,88,131,drift_ramp,182.0752846677721,30.78,0.0,True
gru,89,131,drift_ramp,182.0752846677721,37.9,0.0,True
gru,90,131,drift_ramp,182.0752846677721,44.49,0.0,True
gru,91,131,drift_ramp,182.0752846677721,50.6,0.0,True
gru,92,131,drift_ramp,182.0752846677721,57.410000000000004,0.0,True
gru,93,131,drift_ramp,182.0752846677721,65.4,0.0,True
gru,94,162,takeover_step,14.91515823592874,2.85,0.0,True
gru,95,162,takeover_step,14.91515823592874,7.22,0.0,True
gru,96,162,takeover_step,14.91515823592874,12.5,0.0,True
gru,97,162,takeover_step,14.91515823592874,21.36,6.44484176407126,True
gru,98,162,takeover_step,14.91515823592874,23.01,8.094841764071262,True
gru,99,162,takeover_step,14.91515823592874,23.400000000000002,8.484841764071263,True
gru,100,162,takeover_step,14.91515823592874,35.39,20.47484176407126,True
gru,101,162,takeover_step,14.91515823592874,36.29,21.37484176407126,True
gru,102,162,takeover_step,14.91515823592874,39.78,24.86484176407126,True
gru,103,162,takeover_step,14.91515823592874,40.1,25.184841764071262,True
gru,104,162,takeover_step,14.91515823592874,46.480000000000004,31.564841764071264,True
gru,105,162,takeover_step,14.91515823592874,46.62,31.704841764071258,True
gru,106,162,takeover_step,14.91515823592874,55.08,40.164841764071255,True
gru,107,162,takeover_step,14.91515823592874,60.93,46.014841764071264,True
gru,108,165,drift_sigmoid,147.15736833345036,0.89,0.0,True
gru,109,165,drift_sigmoid,147.15736833345036,3.19,0.0,True
gru,110,165,drift_sigmoid,147.15736833345036,28.98,0.0,True
gru,111,165,drift_sigmoid,147.15736833345036,31.240000000000002,0.0,True
gru,112,165,drift_sigmoid,147.15736833345036,39.27,0.0,True
gru,113,165,drift_sigmoid,147.15736833345036,41.08,0.0,True
gru,114,165,drift_sigmoid,147.15736833345036,43.300000000000004,0.0,True
gru,115,165,drift_sigmoid,147.15736833345036,60.4,0.0,True
gru,116,169,takeover_ramp,97.420297603735,2.66,0.0,True
gru,117,169,takeover_ramp,97.420297603735,10.97,0.0,True
gru,118,169,takeover_ramp,97.420297603735,25.2,0.0,True
gru,119,179,takeover_step,122.10788111664908,3.5500000000000003,0.0,True
gru,120,179,takeover_step,122.10788111664908,22.900000000000002,0.0,True
gru,121,179,takeover_step,122.10788111664908,32.64,0.0,True
gru,122,179,takeover_step,122.10788111664908,53.29,0.0,True
gru,123,179,takeover_step,122.10788111664908,62.65,0.0,True
gru,124,179,takeover_step,122.10788111664908,64.24000000000001,0.0,True
gru,125,184,drift_ramp,75.24008074312675,11.51,0.0,True
gru,126,184,drift_ramp,75.24008074312675,18.51,0.0,True
gru,127,184,drift_ramp,75.24008074312675,24.61,0.0,True
gru,128,184,drift_ramp,75.24008074312675,25.21,0.0,True
gru,129,184,drift_ramp,75.24008074312675,25.59,0.0,True
gru,130,184,drift_ramp,75.24008074312675,30.46,0.0,True
gru,131,184,drift_ramp,75.24008074312675,41.85,0.0,True
gru,132,184,drift_ramp,75.24008074312675,49.75,0.0,True
gru,133,184,drift_ramp,75.24008074312675,61.870000000000005,0.0,True
gru,134,192,drift_sigmoid,79.2016227542393,8.91,0.0,True
gru,135,192,drift_sigmoid,79.2016227542393,32.84,0.0,True
gru,136,192,drift_sigmoid,79.2016227542393,33.09,0.0,True
gru,137,192,drift_sigmoid,79.2016227542393,39.410000000000004,0.0,True
gru,138,192,drift_sigmoid,79.2016227542393,39.730000000000004,0.0,True
gru,139,193,takeover_ramp,40.23553773066088,4.2,0.0,True
gru,140,193,takeover_ramp,40.23553773066088,4.73,0.0,True
gru,141,193,takeover_ramp,40.23553773066088,9.33,0.0,True
gru,142,193,takeover_ramp,40.23553773066088,13.34,0.0,True
gru,143,193,takeover_ramp,40.23553773066088,15.66,0.0,True
gru,144,193,takeover_ramp,40.23553773066088,24.04,0.0,True
gru,145,193,takeover_ramp,40.23553773066088,24.490000000000002,0.0,True
gru,146,193,takeover_ramp,40.23553773066088,34.37,0.0,True
gru,147,193,takeover_ramp,40.23553773066088,43.75,3.51446226933912,True
gru,148,193,takeover_ramp,40.23553773066088,44.99,4.754462269339122,True
gru,149,193,takeover_ramp,40.23553773066088,49.730000000000004,9.494462269339124,True
gru,150,193,takeover_ramp,40.23553773066088,56.65,16.41446226933912,True
gru,151,193,takeover_ramp,40.23553773066088,59.18,18.94446226933912,True
gru,152,193,takeover_ramp,40.23553773066088,64.83,24.594462269339118,True
gru,153,197,drift_sigmoid,115.19058430867968,27.88,0.0,True
gru,154,212,drift_sigmoid,79.90523467535208,0.51,0.0,True
gru,155,212,drift_sigmoid,79.90523467535208,4.13,0.0,True
gru,156,212,drift_sigmoid,79.90523467535208,14.13,0.0,True
gru,157,212,drift_sigmoid,79.90523467535208,14.31,0.0,True
gru,158,212,drift_sigmoid,79.90523467535208,30.34,0.0,True
gru,159,212,drift_sigmoid,79.90523467535208,38.88,0.0,True
gru,160,221,takeover_step,10.536360647437668,2.14,0.0,True
gru,161,221,takeover_step,10.536360647437668,12.09,1.5536393525623318,True
gru,162,221,takeover_step,10.536360647437668,14.040000000000001,3.503639352562333,True
gru,163,221,takeover_step,10.536360647437668,28.0,17.463639352562332,True
gru,164,221,takeover_step,10.536360647437668,41.49,30.953639352562334,True
gru,165,221,takeover_step,10.536360647437668,50.2,39.663639352562335,True
gru,166,221,takeover_step,10.536360647437668,55.56,45.023639352562334,True
gru,167,221,takeover_step,10.536360647437668,62.980000000000004,52.443639352562336,True
gru,168,221,takeover_step,10.536360647437668,67.55,57.01363935256233,True
gru,169,224,takeover_step,93.79210260555344,6.59,0.0,True
gru,170,224,takeover_step,93.79210260555344,7.91,0.0,True
gru,171,224,takeover_step,93.79210260555344,9.72,0.0,True
gru,172,224,takeover_step,93.79210260555344,18.71,0.0,True
gru,173,224,takeover_step,93.79210260555344,26.39,0.0,True
gru,174,224,takeover_step,93.79210260555344,32.660000000000004,0.0,True
gru,175,224,takeover_step,93.79210260555344,41.81,0.0,True
gru,176,224,takeover_step,93.79210260555344,48.120000000000005,0.0,True
gru,177,224,takeover_step,93.79210260555344,55.64,0.0,True
gru,178,224,takeover_step,93.79210260555344,59.78,0.0,True
gru,179,224,takeover_step,93.79210260555344,63.63,0.0,True
gru,180,224,takeover_step,93.79210260555344,66.93,0.0,True
gru,181,233,delay,149.85146211197676,29.03,0.0,True
gru,182,233,delay,149.85146211197676,60.0,0.0,True
gru,183,243,step,127.99537316243467,3.85,0.0,True
gru,184,243,step,127.99537316243467,7.69,0.0,True
gru,185,243,step,127.99537316243467,11.32,0.0,True
gru,186,243,step,127.99537316243467,18.41,0.0,True
gru,187,243,step,127.99537316243467,34.58,0.0,True
gru,188,243,step,127.99537316243467,40.78,0.0,True
gru,189,243,step,127.99537316243467,53.59,0.0,True
gru,190,243,step,127.99537316243467,58.0,0.0,True
gru,191,254,drift_ramp,94.5062250126336,12.85,0.0,True
gru,192,254,drift_ramp,94.5062250126336,31.48,0.0,True
gru,193,254,drift_ramp,94.5062250126336,36.06,0.0,True
gru,194,254,drift_ramp,94.5062250126336,60.84,0.0,True
gru,195,258,drift_sigmoid,128.36090134328924,16.580000000000002,0.0,True
gru,196,258,drift_sigmoid,128.36090134328924,51.17,0.0,True
gru,197,264,delay,123.6817420350072,32.81,0.0,True
gru,198,264,delay,123.6817420350072,63.95,0.0,True
gru,199,264,delay,123.6817420350072,67.69,0.0,True
gru,200,264,delay,123.6817420350072,68.79,0.0,True
gru,201,276,takeover_step,113.5829416248078,27.12,0.0,True
gru,202,279,drift_ramp,90.42971961610978,31.59,0.0,True
gru,203,279,drift_ramp,90.42971961610978,32.39,0.0,True
gru,204,279,drift_ramp,90.42971961610978,49.72,0.0,True
gru,205,279,drift_ramp,90.42971961610978,58.120000000000005,0.0,True
gru,206,279,drift_ramp,90.42971961610978,58.7,0.0,True
gru,207,279,drift_ramp,90.42971961610978,60.59,0.0,True
gru,208,279,drift_ramp,90.42971961610978,61.26,0.0,True
gru,209,279,drift_ramp,90.42971961610978,64.97,0.0,True
