model,attack_type,n_instances,ADD,DR@5s,DR@10s
bilstm,takeover_ramp,27,,0.0,0.0
bilstm,normal,51,,0.0,0.0
bilstm,step,28,,0.0,0.0
bilstm,drift_ramp,20,,0.0,0.0
bilstm,delay,25,,0.0,0.0
bilstm,takeover_step,26,,0.0,0.0
bilstm,drift_sigmoid,25,,0.0,0.0
