model,attack_type,n_instances,ADD,DR@5s,DR@10s
tcn,takeover_ramp,27,0.0,0.7037037037037037,0.7037037037037037
tcn,normal,51,0.0020000000000004545,0.49019607843137253,0.49019607843137253
tcn,step,28,0.004545454545455579,0.39285714285714285,0.39285714285714285
tcn,drift_ramp,20,0.0,0.45,0.45
tcn,delay,25,0.0,0.52,0.52
tcn,takeover_step,26,0.004545454545452995,0.4230769230769231,0.4230769230769231
tcn,drift_sigmoid,25,0.0,0.44,0.44
